date,volume,open,open_difference_daily,open_difference_daily_percentage,open_difference_weekly,open_difference_weekly_percentage,close,close_difference_daily,close_difference_daily_percentage,close_difference_weekly,close_difference_weekly_percentage,low,low_difference_daily,low_difference_daily_percentage,low_difference_weekly,low_difference_weekly_percentage,high,high_difference_daily,high_difference_daily_percentage,high_difference_weekly,high_difference_weekly_percentage
2018/09/11,142578040.0000,54.5025,-0.735,-1.3306,-2.6,-4.5532,55.9625,1.38,2.5283,-1.1275,-1.975,54.1400,0.0225,0.0416,-2.5175,-4.4434,56.0748,0.6123,1.104,-1.2202,-2.1297
2018/09/12,196474040.0000,56.2350,1.7325,3.1788,-1.0125,-1.7686,55.2675,-0.695,-1.2419,-1.45,-2.5565,54.9600,0.82,1.5146,-1.315,-2.3367,56.2500,0.1752,0.3124,-1.1675,-2.0334
2018/09/13,165645400.0000,55.8800,-0.355,-0.6313,-0.6775,-1.1979,56.6025,1.335,2.4155,0.8275,1.4836,55.6425,0.6825,1.2418,0.3175,0.5739,57.0875,0.8375,1.4889,0.25,0.4399
2018/09/14,127207880.0000,56.4375,0.5575,0.9977,0.975,1.7579,55.9600,-0.6425,-1.1351,0.635,1.1478,55.6305,-0.012,-0.0216,0.453,0.821,56.7100,-0.3775,-0.6613,0.3675,0.6523
2018/09/17,147240480.0000,55.5375,-0.9,-1.5947,0.3,0.5431,54.4700,-1.49,-2.6626,-0.1125,-0.2061,54.3175,-1.313,-2.3602,0.2,0.3696,55.7375,-0.9725,-1.7149,0.275,0.4958
2018/09/18,125982520.0000,54.4475,-1.09,-1.9626,-0.055,-0.1009,54.5600,0.09,0.1652,-1.4025,-2.5061,54.2800,-0.0375,-0.069,0.14,0.2586,55.4625,-0.275,-0.4934,-0.6123,-1.0919
2018/09/19,107479520.0000,54.6250,0.1775,0.326,-1.61,-2.863,54.5925,0.0325,0.0596,-0.675,-1.2213,53.8250,-0.455,-0.8382,-1.135,-2.0651,54.9050,-0.5575,-1.0052,-1.345,-2.3911
2018/09/20,105552200.0000,55.0600,0.435,0.7963,-0.82,-1.4674,55.0075,0.415,0.7602,-1.595,-2.8179,54.7875,0.9625,1.7882,-0.855,-1.5366,55.5700,0.665,1.2112,-1.5175,-2.6582
2018/09/21,382336320.0000,55.1950,0.135,0.2452,-1.2425,-2.2016,54.4150,-0.5925,-1.0771,-1.545,-2.7609,54.3225,-0.465,-0.8487,-1.308,-2.3512,55.3400,-0.23,-0.4139,-1.37,-2.4158
2018/09/24,110325080.0000,54.2050,-0.99,-1.7936,-1.3325,-2.3993,55.1975,0.7825,1.438,0.7275,1.3356,54.1575,-0.165,-0.3037,-0.16,-0.2946,55.3150,-0.025,-0.0452,-0.4225,-0.758
2018/09/25,91244560.0000,54.9375,0.7325,1.3514,0.49,0.8999,55.5475,0.35,0.6341,0.9875,1.8099,54.9250,0.7675,1.4172,0.645,1.1883,55.7050,0.39,0.7051,0.2425,0.4372
2018/09/26,93721480.0000,55.2500,0.3125,0.5688,0.625,1.1442,55.1050,-0.4425,-0.7966,0.5125,0.9388,54.9400,0.015,0.0273,1.115,2.0715,55.9375,0.2325,0.4174,1.0325,1.8805
2018/09/27,118917080.0000,55.9550,0.705,1.276,0.895,1.6255,56.2375,1.1325,2.0552,1.23,2.2361,55.8850,0.945,1.7201,1.0975,2.0032,56.6100,0.6725,1.2022,1.04,1.8715
2018/09/28,90241760.0000,56.1975,0.2425,0.4334,1.0025,1.8163,56.4350,0.1975,0.3512,2.02,3.7122,56.0050,0.12,0.2147,1.6825,3.0972,56.4600,-0.15,-0.265,1.12,2.0239
2018/10/01,92684080.0000,56.9875,0.79,1.4058,2.7825,5.1333,56.8150,0.38,0.6733,1.6175,2.9304,56.5875,0.5825,1.0401,2.43,4.4869,57.3550,0.895,1.5852,2.04,3.688
2018/10/02,97740040.0000,56.8125,-0.175,-0.3071,1.875,3.413,57.3200,0.505,0.8888,1.7725,3.191,56.6575,0.07,0.1237,1.7325,3.1543,57.5000,0.145,0.2528,1.795,3.2223
2018/10/03,114161960.0000,57.5125,0.7,1.2321,2.2625,4.095,58.0175,0.6975,1.2169,2.9125,5.2854,57.4450,0.7875,1.3899,2.505,4.5595,58.3675,0.8675,1.5087,2.43,4.3441
2018/10/04,127844480.0000,57.6950,0.1825,0.3173,1.74,3.1096,56.9975,-1.02,-1.7581,0.76,1.3514,56.6825,-0.7625,-1.3274,0.7975,1.427,58.0875,-0.28,-0.4797,1.4775,2.61
2018/10/05,134031080.0000,56.9900,-0.705,-1.2219,0.7925,1.4102,56.0725,-0.925,-1.6229,-0.3625,-0.6423,55.1450,-1.5375,-2.7125,-0.86,-1.5356,57.1025,-0.985,-1.6957,0.6425,1.138
2018/10/08,115138200.0000,55.5525,-1.4375,-2.5224,-1.435,-2.5181,55.9425,-0.13,-0.2318,-0.8725,-1.5357,55.0500,-0.095,-0.1723,-1.5375,-2.717,56.2000,-0.9025,-1.5805,-1.155,-2.0138
2018/10/09,106626520.0000,55.9100,0.3575,0.6435,-0.9025,-1.5886,56.7175,0.775,1.3854,-0.6025,-1.0511,55.5615,0.5115,0.9292,-1.096,-1.9344,56.8175,0.6175,1.0988,-0.6825,-1.187
2018/10/10,164336280.0000,56.3650,0.455,0.8138,-1.1475,-1.9952,54.0900,-2.6275,-4.6326,-3.9275,-6.7695,54.0125,-1.549,-2.7879,-3.4325,-5.9753,56.5875,-0.23,-0.4048,-1.78,-3.0496
2018/10/11,211609280.0000,53.6300,-2.735,-4.8523,-4.065,-7.0457,53.6125,-0.4775,-0.8828,-3.385,-5.9389,53.0800,-0.9325,-1.7265,-3.6025,-6.3556,54.8750,-1.7125,-3.0263,-3.2125,-5.5304
2018/10/12,157979080.0000,55.1050,1.475,2.7503,-1.885,-3.3076,55.5275,1.915,3.5719,-0.545,-0.972,54.2100,1.13,2.1289,-0.935,-1.6955,55.7200,0.845,1.5399,-1.3825,-2.4211
2018/10/15,121121800.0000,55.2900,0.185,0.3357,-0.2625,-0.4725,54.3400,-1.1875,-2.1386,-1.6025,-2.8645,54.3175,0.1075,0.1983,-0.7325,-1.3306,55.4575,-0.2625,-0.4711,-0.7425,-1.3212
2018/10/16,115210200.0000,54.7325,-0.5575,-1.0083,-1.1775,-2.1061,55.5375,1.1975,2.2037,-1.18,-2.0805,54.1907,-0.1268,-0.2334,-1.3708,-2.4672,55.7475,0.29,0.5229,-1.07,-1.8832
2018/10/17,90771520.0000,55.5750,0.8425,1.5393,-0.79,-1.4016,55.2975,-0.24,-0.4321,1.2075,2.2324,54.8350,0.6443,1.1889,0.8225,1.5228,55.6600,-0.0875,-0.157,-0.9275,-1.6391
2018/10/18,129557120.0000,54.4650,-1.11,-1.9973,0.835,1.557,54.0050,-1.2925,-2.3374,0.3925,0.7321,53.2500,-1.585,-2.8905,0.17,0.3203,54.9350,-0.725,-1.3026,0.06,0.1093
2018/10/19,131497320.0000,54.5150,0.05,0.0918,-0.59,-1.0707,54.8275,0.8225,1.523,-0.7,-1.2606,54.3575,1.1075,2.0798,0.1475,0.2721,55.3150,0.38,0.6917,-0.405,-0.7268
2018/10/22,115006160.0000,54.9475,0.4325,0.7934,-0.3425,-0.6195,55.1625,0.335,0.611,0.8225,1.5136,54.7350,0.3775,0.6945,0.4175,0.7686,55.8400,0.525,0.9491,0.3825,0.6897
2018/10/23,154724680.0000,53.9575,-0.99,-1.8017,-0.775,-1.416,55.6825,0.52,0.9427,0.145,0.2611,53.6750,-1.06,-1.9366,-0.5157,-0.9516,55.8125,-0.0275,-0.0492,0.065,0.1166
2018/10/24,159968480.0000,55.6500,1.6925,3.1367,0.075,0.135,53.7725,-1.91,-3.4302,-1.525,-2.7578,53.6350,-0.04,-0.0745,-1.2,-2.1884,56.0575,0.245,0.439,0.3975,0.7142
2018/10/25,116109360.0000,54.4275,-1.2225,-2.1968,-0.0375,-0.0689,54.9500,1.1775,2.1898,0.945,1.7498,54.1875,0.5525,1.0301,0.9375,1.7606,55.3450,-0.7125,-1.271,0.41,0.7463
2018/10/26,188766800.0000,53.9750,-0.4525,-0.8314,-0.54,-0.9906,54.0750,-0.875,-1.5924,-0.7525,-1.3725,53.1675,-1.02,-1.8824,-1.19,-2.1892,55.0475,-0.2975,-0.5375,-0.2675,-0.4836
2018/10/29,182854760.0000,54.7975,0.8225,1.5239,-0.15,-0.273,53.0600,-1.015,-1.877,-2.1025,-3.8115,51.5225,-1.645,-3.094,-3.2125,-5.8692,54.9225,-0.125,-0.2271,-0.9175,-1.6431
2018/10/30,145951720.0000,52.7875,-2.01,-3.6681,-1.17,-2.1684,53.3250,0.265,0.4994,-2.3575,-4.2338,52.3175,0.795,1.543,-1.3575,-2.5291,53.7950,-1.1275,-2.0529,-2.0175,-3.6148
